Country,Name,Renault Scenic,BMW 5-series,Peugeot 3008,Kia EV9,Volvo EX30,BYD Seal,Toyota C-HR,Link,VoteDetails
Switzerland,Ramon Egger,5,8,2,3,2,2,3,https://www.caroftheyear.org/votaciones/ramon-egger.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The BMW 5-series offers a wide range of drivetrains, such as gasoline, diesel, hybrid and electric and with the i5 Touring even an electric station-wagon. It has an impressive quality and smooth driving, but it is a bit pricey.
BYD Seal
With its powerful electric motor the all-electric BYD Seal offers sporty driving with a lot of oversteer. It's almost too much for the daily driver. UI/UX has some serious flaws such as no navigation instructions in instrument cluster or head-up display.
Kia EV9
The Kia EV9 is one of the few electric 7-seater and offers a lot of space. For some customers it might be even too big, which puts this car in a niche. Despite its size and weight, the handling is quite impressive. Short charging time and good range is a plus.
Peugeot 3008
The range of the Peugeot E-3008 is impressive, the interior is nice and roomy. But the car feels too heavy and thus handling is sub-par and lacks the punch expected from an electric car.
Renault Scenic
The Renault Scenic might be the best choice for anyone looking for a compact fully electric SUV. Handling is quite well, the car surprisingly light and the range is good. UI with Android Automotive is among the best. Big effort in sustainability with many recycled materials.
Toyota C-HR
For the majority of customers, gasoline cars are still the preferred choice. The Toyota C-HR offers efficient hybrid drivetrains including four-wheel drive, although some engines lack of punch. Functionality of voice commands is very limited.
Volvo EX30
The Twin Engine version of the Volvo EX30 offers a lot of power for a small SUV, but range is very limited. The interior feels cheap and space is small, compared to the size of the car. The biggest flaw is the weak UI."
,Andreas Faust,5,7,1,4,1,4,3,https://www.caroftheyear.org/votaciones/andreas-faust.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
No, this is not a reasonably priced car for the average customer. But if one keeps in mind the advanced technology, a full range of drivetrains from salesman's diesel to technophile's high performance EV version, the sporty driving dynamics, the least annoying ADAS and two body styles without any compromises, this is the best of 2024. Even if its not the cheapest.
BYD Seal
Surprise, surprise: BYD's sporty EV limousine is up to rest of the 2024 bunch with sharp driving dynamics - maybe even way too sharp - and a quality interior. But there are no surprises in connectivity, an annoying ADAS system und poor trunk space as well.
Kia EV9
Family goes electric: With ample space, bold design, even a touch of premium and nimble handling for such a big car, this is the EV-SUV-Van-revolution some customers might have hoped for. But technology-wise it is more evolution.
Peugeot 3008
Bold, characteristic design, a welcoming cockpit with straight-forward operation and a beautifully crafted interior set a new level for Peugeot. But the ICE-version feels strained and the electric drivetrain a little bit stiff around the hips for a new-generation EV - the upcoming AWD-EV might do better. And why is it that heavy?
Renault Scenic
This is Megane E-Tech even better: Still lightweight construction, reasonably sized battery, well-balanced driving dynamics, but with more space in the back and the trunk. And still affordable for families. Lets hope the polymer liquid crystal panoramic roof will keep summer heat out like an old-school louvre. And please think again about driver's right knee and the center stack.
Toyota C-HR
A piece of design to show off in the neighborhood, fun to drive and with a well-crafted interior - this is the compact car one needs if one still doesn't want to charge, but to save fuel as well. More evolution than revolution, but one of the best affordable ICE-only cars in recent years.
Volvo EX30
This is the small, lovely and even reasonably priced EV-SUV customers have been waiting for for years: Beautifully designed, sporty to drive (even the RWD-version), cool scandinavian. But hej - you are Volvo, THE car brand for safety: You cannot do a 428-hp-car with a speedometer the size of a kitchen oven's clock just for cost. And please a bit more premium feel in the interior."
,Simon Tottoli,5,3,3,3,1,4,6,https://www.caroftheyear.org/votaciones/simon-tottoli.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Excellent driving characteristics with great handling, good steering and a good mix of sportiness (plenty) and comfort (enough). Wide range of powertrains. A typical BMW, just how customers want it. However, the pricing is also typical of the brand; the car is expensive, as are the equipment options. In addition, the dimensions are very extending, which can be problematic, especially in the city.
BYD Seal
Offers a lot of driving fun thanks to the sporty suspension set-up, direct steering and plenty of power. However, the assistants overdo it a little with their warnings. Innovative in terms of battery technology and design. Very good spaciousness for passengers. Quality and finish at a good level, but there is a faint smell of plastic. Very interesting price-performance ratio.
Kia EV9
Extremely spacious and flexible, driving behavior is impressive for this size. The high weight is not very noticeable, except at the charging station, as the power consumption is rather high. In addition, the exterior dimensions are simply too expansive by European standards, even if they are at least converted into a feudal amount of space.
Peugeot 3008
The interior concept impresses with a good feeling of spaciousness and appealing materials. In addition, the i-Cockpit, which is typical of the brand, is excellently realized and should suit the vast majority of drivers. More than adequate driving performance and moderate power consumption in the electric version. The driving behavior is somewhat disappointing, as the car handles safely, but somewhat sluggishly through bends.
Renault Scenic
Well-done reinterpretation of the family van in crossover form with electric drive. Enough space with tolerable exterior dimensions. Good handling, which is almost a touch too sporty for such a vehicle. However, the suspension and steering set-up is fundamentally great. The biggest flaw: depending on the size of the driver, the centre console can press uncomfortably on the knee.
Toyota C-HR
The model doesn't do much wrong, it is available in various fuel-efficient drive combinations including full hybrid, plug-in hybrid and all-wheel drive, has a reasonable amount of space with compact dimensions and offers reasonable operability despite some experimentation in the cockpit. The hybrid drives all work very well. The only pity is that there is no PHEV-4WD combination.
Volvo EX30
The smallest Volvo would actually be a real joy. It is very pleasant to drive, has enough space despite its compact dimensions and looks good. But the materials in the interior are really very basic. The fact that they are sustainable is no excuse; other brands look better. What's more, the infotainment system doesn't work as well as you would expect from Google."
Turkey,Ufuk Sandik,9,1,5,1,1,7,1,https://www.caroftheyear.org/votaciones/ufuk-sandik.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The car has a refined design. I especially like the details in the interior design, for example the touch buttons. The interior design is very stylish. Handling and driving comfort are at a high level as in every BMW model. The spaciousness of the interior is remarkable. In terms of price/performance, it is not very good. Overall, I liked it, when I compared it to the other finalists, I didn't find it enough to be the ""Car of the Year.
BYD Seal
Chinese brand BYD has entered Europe with competitive prices. While many brands offer optional equipment, Seal offers such equipment as standard in its entry-level equipment. In this way, it stands out with its competitive price. It is important to develop and produce its own battery. Blade Battery technology makes Seal stand out. BYD designers focused not only on performance but also on passenger comfort.
Kia EV9
In recent years, we have started to see Kia frequently among the top 7 finalists. The brand, which is assertive in the electric car market, stands out with the EV9. The giant SUV stands out among the other finalists with its distinct design. It stands out with its spacious interior and the comfort it offers. EV9 feels like a premium brand car. However, when I compared it to the other finalists, I realized that it was not enough for the ""Car of the Year"".
Peugeot 3008
I like the brand's recent design language and I also like the 3008's pretentious exterior appearance. The car's interior design is even better. The cockpit designed driver-oriented and this layout allows the driver to control the car without taking his/her eyes off the road. The high material quality makes the car feel like a upper segment model. Offering different engine alternatives is also a good strategy.
Renault Scenic
Renault Scenic is my favorite car this year. I like the brand's recent design language. Both the exterior and interior design of Scenic is quite ambitious. The quality of the materials used in the interior is high. All these things raise the quality perception of Scenic. Renault has developed a vehicle that can compete with both electric SUVs and ICE SUVs. It is completely a family car.
Toyota C-HR
The problems found in the previous generation Toyota C-HR have been partially resolved. The designers have taken consumer complaints into account. Headroom in the rear seats has been improved. In this way, the situation that triggers claustrophobia in the back has been remedied to some extent. I liked the exterior design very much, but I can't say the same for the interior design. The care in the exterior design could have been inside as well.
Volvo EX30
I like the simple design of Volvo's compact SUV EX30. The simple design continues inside the vehicle. Especially in recent electric cars, it is very good that there are no confusing screens. However, the lack of an instrument display or head up display is a shortcoming. The driver following the multimedia screen positioned in the center console prevents safe driving."
United Kingdom,Andrew English,8,4,0,1,3,4,5,https://www.caroftheyear.org/votaciones/andrew-english.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
Very grand and the top models have an unearthly ride quality, but the battery electric efficiency isn't great and it's really big, heavy and expensive.
BYD Seal
Terrific opener for this Chinese company and the LFP technology is class leading even if the charge rates are lowish. Ride and handling isn't bad either and as a Tesla beater, it's very credible, but it lacks a bit of polish.
Kia EV9
Strangely likeable but huge and not desperately efficient. If the argument for a battery electric seven-seat off roader is acceptable in some parts of Europe, then what is the purpose of the five-seat, front-drive version?
Peugeot 3008
Good to look at, but the framing is from a bigger car and so it's carrying a lot of extra weight and is therefore entering this highly competitive arena with one wheel in a sling
Renault Scenic
Not perfect by any means, but a logical and efficient way of transporting a family with a decent battery electric range and competitive prices. Ride and handling are pretty good, too, though the boot is a funny shape and difficult to access.
Toyota C-HR
One of the few petrol hybrids in the short list and all the better for it. The smaller engined hybrids are fairly miserable to drive, though and while the plug in hybrid is the best of the bunch, it's also the most expensive.
Volvo EX30
The car you want to love, but it's full of contradictions. Dynamically sound with a decent ride quality, but does a city Volvo really need such rip-snorting acceleration? Also the safety and distraction concerns about the single centre touch screen are too strong to give this full marks."
,Andrew Frankel,5,4,3,6,2,3,2,https://www.caroftheyear.org/votaciones/andrew-frankel.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
This is largely what you might expect an electric 5-series to be. It's very sophisticated and, by EV standards, notably driver oriented thanks to both variants on sale offering keen handing, accurate steering and impressive power delivery. Sharing its platform with the 7-series means a fine ride too. But it is incredibly expensive and its range and charging speeds are entirely unremarkable. BMW will need to try harder in these areas if the 5-series is to maintain its long held position as the most desirable car in its category
BYD Seal
BYD's first shortlisted contender should come as a rude wake up call to the global automotive establishment, for while the Seal is undoubtedly flawed, it is let down only in the detail because the fundamentals are highly impressive. These include good looks, excellent performance, 800 volt electrical infrastructure for rapid charging and a spacious interior. But quality is a little variable, the infotainment system is hard to understand and operate and the driving safety systems too intrusive.
Kia EV9
Dramatic looking cars are increasingly common these days. EV architecture has provided designers with freedoms they've not enjoyed for years. But all too often, noteworthy styling is being used to cover up cars which are often pretty disappointing beneath those sharp-looking suits they wear. By contrast, the EV9 not only looks great, it then goes on to deliver in full on the promise of that appearance. It's incredibly spacious, easy to operate, offers superb range and rapid charging. It's far from cheap, but among EVs at least, it's more than worth the extra.
Peugeot 3008
It is incredible to see how far Peugeot has come in recent times, and if construction quality and perceived luxury were the only determinants here, the E-3008 would be even further up my order. This is a fine place to pass the time, aided by a silken ride quality and hushed refinement. Only two issues really hold it back: its premium pricing and its weight. At over 2.1 tonnes it is hundreds of kilogrammes heavier than the Scenic, blunting its handling and damaging its environmental credentials.
Renault Scenic
A new EV that builds further on the promise of the Megane whose platform it shares. Clean design melds with clever features - for example customisable toggles that provide instant access to the functions you use the most - a roomy interior and decent driving dynamics. A more flexible cabin with sliding, reclining rear seats would be welcome but I appreciated Renault's efforts to minimise weight to improve range and dynamics and, in the UK at least, keen pricing to make extremely competitive.
Toyota C-HR
Even though it is available only as a conventional hybrid and a plug in, the C-HR is typical of the trend in modern car design which prioritises style over ability. This is a dramatic and fine looking body concealing what is in dynamic terms a rather ordinary car whose case is not helped at all by its unlovable CVT transmission. For those considering a C-HR, the plug-in version, with more power, torque and over 40 miles of EV range is a dramatically better option, and were it here on its own, would doubtless have resulted in a considerably higher placing.
Volvo EX30
There's so much to like about this new Volvo: its looks, interior, the best blend of ride and handling in the category, and the sense of quality that goes with it. So why the lowly position? Because of the way vital information is accessed and displayed. You have to take your eyes off the road even to see how fast you're going, and dig into sub menus for functions as basic and vital as fog lights. For any car to require you to spend so much time not looking where you are going would be unwise, for a Volvo it is frankly bizarre."
,Paul Horrell,8,9,2,2,3,0,1,https://www.caroftheyear.org/votaciones/paul-horrell.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
This is a great car to drive or ride in. The suspension and steering are superb, especially the adaptive version with four-wheel steering, which imparts immense spread between comfort and sportiness. The broad range of powertrains are all excellent in their class. The control interface works well once you're used to it. I think the design is brash, but this is the world's best saloon.
BYD Seal
It looks good and is well specified, so makes a strong market entry. The advanced electric system and cobalt-free battery are commendable too, and it's enjoyable enough to drive quickly. That's undermined by an agitated ride over bumps, and the logic of screens and switches is pretty eccentric. BYD is moving fast and I'm sure the revised version will have its rough edges polished away. But not yet.
Kia EV9
Immense space and good versatility make this an enviable wagon for a big family. The looks mean they'll be noticed on arrival too. Driver ergonomics are well-thought-out. The long wheelbase is good for space, but there's no four-wheel steering and that makes it very cumbersome around town junctions. The size and mass mean it uses a lot of electricity but at least it charges fast.
Peugeot 3008
The interior design and interface are terrific, a first impression that will give lasting pleasure. The choice between electric and combustion is well-conceived. But it's too heavy, and feels that way to drive, lacking Peugeot's usual vivacity. Yes, it's very quiet and the optional big battery will make headlines but overall I expected better from a brand-new platform.
Renault Scenic
There's space for five and useful versatility, even if it doesn't have some of the original Scenic tricks (which few actually used). The design is agreeable outside and well-furnished inside. It's good to drive, with an agility helped by the well-contained mass. Impressive electric range too. It's the best normal-priced family car on sale, so it gets big points from me.
Toyota C-HR
The coupe styling is a big draw, yet it will accommodate medium-size rear passengers with only moderate compromise. Economy is strong of course. The plug-in version's extra electrical torque improves acceleration refinement, but the non-plug one still drones a lot. Steering is fine but the suspension is a little noisy. It's the cheapest car on the shortlist but I'm afraid it feels it.
Volvo EX30
The sustainability story is strong, especially in the version with the LFP battery. Recycled materials don't undermine the cabin's striking beauty either. I like the steering, and progressive performance of the single-motor version. The twin-motor is OTT. But saving cost and materials by throwing out the switches is a mistake. This is a pleasant car to drive but much too difficult to operate."
,Phil McNamara,7,3,1,8,4,2,0,https://www.caroftheyear.org/votaciones/phil-mcnamara.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The 5-series range sweeps from pure electric to punchy plug-in hybrids to four-cylinder petrol, offering something for everyone - except UK diesel lovers which is a shame. The base i5 has a beautifully cushy, at times floaty ride and is sweetly refined - keen drivers will need the �2400 adaptive dampers on top of the �75,005 car. The ballistic M60 is every inch a sporty BMW. Personally I find the cockpit chintzy, BMW's apps page unfathomable and the shared platform means a transmission tunnel impinges on electric version's rear space.
BYD Seal
What a 2023 for BYD: overtaking Tesla to become the world's biggest EV maker in Q4, and launching three new EVs in Europe. The Seal is the most polished, with a good quality, spacious cockpit (complete with rear flat floor) and a refined, relaxed air on the road. It's absolutely dripping with equipment including a comprehensive safety suite which contributes to a 5-star Euro NCAP rating (like the Kia and BMW). The snag is that the base Tesla is much cheaper and the Long Range Model 3 only �1295 more expensive for a better driving car.
Kia EV9
The EV9 is the world's best seven seat electric car, or pay more for less: the six-seat combination, with its central gangway, has the distinct air of private jet travel. Sure, a vehicle of this size and weight isn't efficient (just 2.5 miles per kWh for the AWD on our recent efficiency test, compared with 3.1 miles for the RWD i5 saloon) but what do you expect? Thankfully the e-GMP platform recharges quickly (210 kW max DC charging). It rides well, there's a logical mix of physical and digital controls but the safety systems are intrusive, particularly the driver monitoring system which is a distracting hazard. �65,000 in the UK for a Kia?! That's a steal compared with a Mercedes EQV or the upcoming electric Range Rover. The EV9's an automotive rock star and my 2024 Car of the Year.
Peugeot 3008
Let's start with the good stuff: the E-3008's exterior looks sensationally sharp, it's hugely desirable on the inside too and it rides comfortably and quietly. But there's not that much space in the rear (despite being bigger than the Renault), it's 234 kg heavier and that weight affects the handling. The 73kWh E-3008 doesn't go as far as the base Scenic and costs more both outright and on a 48-month lease. The Peugeot will wow plenty with its style but the Scenic is a better all-rounder.
Renault Scenic
There are a lot of midsize electric crossovers but the keenly priced Scenic is one of the very best. It's a triumph of design: lots of space (including a 545 litre trunk) in a compact package and commendably light: just 1850 kg for the 87 kWh bigger battery version we get in the UK. That means a decent range: up to 385 miles (officially) and 3.7 miles per kWh efficiency. It handles nimbly and has some lovely humancentric touches: a rear armrest with built-in tablet holders, a clever glass roof, fun family apps and a high quality interior operated by sophisticated Google OS voice control. The Scenic gets an extra point for walking the walk on sustainability too.
Toyota C-HR
On our Silverstone test day, the C-HR was the least refined car, with lots of tyre rumble at dual-carriageway speeds and an unsettled ride. And while the hybrid powertrain effortlessly delivers you decent economy (57.6mpg officially), it can be hesitant and noisy. There's not much space in the rear (admittedly it's a compact 4362mm-long). If you want the latest Toyota, consider the sophisticated new Prius instead.
Volvo EX30
Aesthetes will swoon at Volvo's EX30: it's packed with lovely design touches include floating arm rests, a chunky cube for seat adjustment, sleek air vents, denim upholstery and lots of secondlife materials. The UK entry price is an eye-catching �33,795 for a well-equipped car with lots of safety kit, although this translates into a similar monthly lease rate to the E-3008 and Scenic. Thankfully the quick and sweet driving rear-drive car is all you need (simply pick big or small battery) because the costlier, over-powered, clumsily suspended AWD model is a mess to drive. Volvo has gone too far in putting all the controls on the touchscreen: Renault and Kia have a better balance of physical and digital switchgear. The EX30 is a bit too small for family use, but if Volvo can repeat this formula in a midsize car it'll be onto a winner."
,Vicky Parrott,5,4,0,6,8,2,0,https://www.caroftheyear.org/votaciones/vicky-parrott.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
The BMW 5-series is a brilliant example of executive tech, and I chose to give it points particularly as it has managed to set the benchmark for ride and handling - including in the i5 eDrive40 as well as the 520d and the PHEV 550i that I drove. The interior finish, powertrains and dynamics are all fabulous. I don't love the way it looks, and I don't extend my comments on the dynamics to the iDrive M60, which I actually find disappointing - especially given the cost. If the M60 were anywhere even close to the Taycan (a similar price, after all) on what it delivers, I would have given the 5-series far more points if not the overall win. As it is, the lower end models that most will buy are proof that BMW still knows how to make the finest driving execs.
BYD Seal
The BYD Seal is great to drive and has class-leading battery technology, but I'd like to have seen more compelling finance offers and list prices - at least from launch - to overcome the uncertainty of a new brand. I believe that could be done without eroding the company's premium standing, at this stage. The interior is a little quirky in some design aspects for European tastes, too, if decent in terms of perceived material quality.
Kia EV9
I rate the Kia EV9 very highly as it brings such huge practicality and seven/six-seat flexibility to the pure electric classes; something that nothing else short of the Tesla Model X has managed, and the Kia is in a class of its own at the prices involved. I have only chosen to give first place to the Volvo as the Kia finance costs are high in the UK, and I have not seen great efficiency from it on the road. Even so, it's no doubt a great car that - in the context of plush, full-size seven-seaters - represents good value.
Peugeot 3008
I like the looks and interior of the Peugeot, and the warranty and range are really very good, but the price is high compared to rivals like the Scenic and Tesla Model Y, and rear passenger space isn't quite what I'd want it to be for a car of this size. It's a very good car that I have no doubt will sell well, but I don't feel that it brings enough new here to warrant being Car of the Year.
Renault Scenic
The Scenic has a great driving range and really excellent standard equipment levels for the price, plus the Google infotainment is great and the material finish around the cabin very impressive. PCP contract prices are very fair in the UK, too. I've also found it reasonably efficient in the real-world, albeit I'd like more time to really confirm that. If it'd had a more practical boot shape, I likely would have seriously considered this for the overall win, but the short, deep boot is very impractical for quite a few family motorists. Even so, it's a really excellent electric family car that deserves to do well in this year's award.
Toyota C-HR
It's not hard to see why the Toyota C-HR is popular, and the plug-in hybrid variant is a good new addition, but I feel that the range is poorer for the absence of an all-electric version as well. More than that, it still feels cramped in the back seats and, while I don't dislike the standard 'self-charging' hybrid powertrain, there's very little that I particularly enjoy about it, either. It's a very worthy and recommendable, efficient family crossover, but it doesn't really feel like a new model so much as a facelift to me, and other contenders here feel more modern and advanced.
Volvo EX30
The Volvo EX30 is my winner because it represents great value, it's fun to drive, and feels modern and fresh. It is not flawless and I agree with others that the touchscreen layout is poorly thought out in areas. I hope for improvements on that with the software updates that have been promised. Even so, the Volvo EX30 is a great price for a premium-badged product, and is an interesting, well-executed electric car that feels like it's offering something different and appealing for buyers shopping in a very crowded class of family hatches and crossovers."
,Mark Tisshaw,5,5,2,6,1,2,4,https://www.caroftheyear.org/votaciones/mark-tisshaw.php?1726491866,"My judgement is based on following grounds:
BMW 5-series
I wasn't overly enamoured with the electric i5, which felt a bit lost in positioning between the i4 and i7. However, when broadened out to the range as a whole, the proposition becomes far more compelling. This 5-series is the best example yet of the multi-energy platform in action that means there's a version for everyone. Great to see diesel still offered and the plug-in hybrids are superb.
BYD Seal
An impressive first attempt at an executive saloon from BYD, and it ticks lots of rational boxes. Interior quality is good, it drives well and it's efficient. You'd be very happy to do lots of miles in one. Its score is simply limited by how derivative it is and how little it brings to the market that isn't already available elsewhere.
Kia EV9
The field is very close at the top this year, with no one truly outstanding candidate, rather a series of models with very specific qualities in their chosen segments. The EV9 is the one truly original car here, which gives it the edge for me. It's a fresh, modern take on the large family car with a nice relaxed drive and a hugely practical interior. Single-motor version is the one to go for.
Peugeot 3008
Pound for pound, the 3008 has the best interior here. It's a new benchmark in the mainstream market. Yet the rest of the package isn't as impressive as the rest of the cars on the shortlist, chiefly the driving dynamics. The car is simply too heavy and this limits performance and the ride and handling.
Renault Scenic
A good electric family car. Doesn't move the game on too much but does feel like a good evolution and refining of the breed. Rides and handles well in the UK, which is why it's placed so far ahead of the conceptually similar 3008 in my book. Some clever touches, such as the range indicator showing best- and worst-case scenarios. No need to go for the sporty Esprit Alpine, which hurts the ride.
Toyota C-HR
Fantastic styling gives it real kerb appeal and there's a good variety of powertrains, too. One of the more dynamic small crossovers to drive, which is another big plus. However, it's too pricey and not spacious enough. Above all else, though, it feels like a simple refining and reskinning of the already impressive original car, rather than a revolution.
Volvo EX30
A curious car. It looks fantastic and breaks new ground for its maker, which should always be applauded and is why it gets at least one point. The dual-motor version has too much power for the chassis, so just stick to the single-motor. What can't be overlooked is just how poor the infotainment user experience is. For a safety-conscious company, such distracting technology is almost unforgivable."
,Total,329,308,197,190,168,131,127,,
,First places,22,19,3,7,4,1,2,,
